,transaction_amount,quantity,customer_age,is_fraudulent,account_age_days,transaction_hour,transaction_day,transaction_month,encoded_payment_method,encoded_product_category,encoded_device_used
8179,395.5,1,24,0,356,0,5,2,1,1,0
8180,124.01,4,46,0,66,13,3,1,0,3,2
8181,426.43,3,43,0,178,23,5,2,2,3,2
8182,642.59,3,33,0,31,6,2,2,0,2,0
8183,76.44,1,36,0,169,12,4,2,3,1,0
8184,90.04,4,50,0,345,5,0,3,0,2,2
8185,11.94,3,21,0,76,19,6,3,0,1,2
8186,52.31,4,17,0,170,18,5,3,3,3,2
8187,146.07,4,26,0,133,19,6,3,1,0,2
8188,70.76,5,34,0,224,7,3,2,2,2,2
8189,23.9,1,36,0,149,2,1,3,3,4,1
8190,264.15,3,37,0,339,3,1,3,3,3,1
8191,363.5,5,17,1,353,3,4,3,0,2,1
8192,160.34,2,43,0,127,13,5,3,3,2,0
8193,14.15,2,39,0,216,13,5,3,3,4,2
8194,36.22,2,39,0,348,13,4,1,3,2,2
8195,138.57,4,27,0,222,9,6,3,0,2,1
8196,93.57,5,32,0,355,22,6,3,3,4,1
8198,242.24,4,29,0,318,3,3,3,1,4,2
8199,159.83,4,24,0,96,20,1,2,1,3,0
8200,188.41,3,37,0,163,9,6,3,1,1,0
8201,704.15,5,38,1,222,7,2,2,3,3,2
8202,119.14,3,44,0,179,20,3,3,1,2,0
8203,117.1,4,39,0,184,18,6,2,3,0,1
8204,40.34,1,23,0,249,14,1,1,3,3,2
8205,564.92,1,36,0,30,2,2,1,2,1,0
8206,70.94,1,24,0,362,11,6,2,2,0,2
8207,45.16,2,46,0,64,14,4,3,2,0,2
8208,164.36,5,23,0,330,22,1,1,1,0,2
8209,19.68,1,33,0,110,12,0,3,1,1,2
8210,318.58,5,36,0,204,17,2,3,0,3,0
8211,222.94,3,35,0,220,0,4,3,3,4,1
8212,226.85,1,32,0,229,14,3,2,3,3,2
8213,68.23,1,31,0,280,11,0,2,3,4,1
8214,247.11,2,35,0,206,8,4,1,1,2,0
8215,287.12,3,37,0,25,6,5,1,1,2,0
8216,26.38,1,47,0,102,2,6,3,0,2,0
8217,255.29,1,30,0,124,17,4,1,3,4,2
8218,61.99,4,28,0,341,0,0,4,2,4,0
8219,12.94,5,38,0,159,10,1,1,2,3,2
8220,42.58,2,41,0,241,19,1,4,2,1,1
8221,162.58,3,25,0,37,8,2,2,3,2,2
8222,663.39,2,41,0,5,5,5,2,0,3,2
8223,648.22,3,41,0,217,17,3,1,3,1,0
8224,336.42,5,50,0,229,23,5,3,1,0,2
8225,182.29,4,25,0,192,19,4,1,1,2,0
8226,265.05,5,45,0,39,22,6,1,0,3,2
8227,682.09,4,21,0,88,14,2,3,3,1,2
8228,168.18,2,33,0,250,23,0,1,3,4,0
8229,18.15,5,34,0,326,13,6,1,1,2,2
8230,515.75,5,41,0,74,23,0,3,3,4,0
8231,129.04,1,27,0,357,6,5,1,0,1,2
8232,206.72,3,47,1,17,5,0,1,2,4,2
8233,134.73,3,42,0,120,5,1,3,1,2,2
8234,37.48,1,25,0,214,3,5,2,3,3,2
8235,144.35,2,26,1,21,20,2,2,1,4,2
8236,376.09,1,16,0,167,20,0,3,3,3,1
8237,74.54,4,21,0,17,3,5,3,0,4,2
8238,296.95,1,45,0,150,12,2,1,2,0,2
8240,619.35,5,31,1,10,2,4,1,1,2,2
8241,205.39,2,28,0,330,20,0,3,2,2,2
8242,265.39,4,27,0,12,9,4,3,2,4,2
8243,113.75,1,28,0,64,3,4,2,3,2,1
8244,284.15,4,41,0,79,1,6,1,0,4,1
8245,187.18,5,46,0,229,14,3,2,3,2,0
8246,55.28,4,20,0,310,13,3,3,2,4,1
8247,137.88,2,49,0,132,23,3,1,3,4,2
8248,33.5,4,26,0,184,1,2,1,2,4,0
8249,157.2,2,29,0,173,4,0,2,1,1,1
8250,38.18,2,32,0,80,17,1,4,2,4,2
8251,57.26,1,33,0,90,1,3,3,2,4,1
8253,329.23,4,35,0,131,4,3,3,2,4,1
8254,650.04,5,28,0,267,11,4,3,2,0,1
8255,22.26,5,27,0,111,9,4,2,2,3,1
8256,88.7,4,51,0,1,6,6,3,1,1,1
8257,154.24,1,31,0,350,7,5,1,1,3,2
8258,191.32,3,40,0,356,13,5,3,3,2,2
8259,29.13,3,21,0,71,11,3,2,0,1,2
8261,474.7,3,46,0,270,11,4,3,3,2,1
8262,103.01,5,36,0,164,13,5,1,2,1,1
8263,16.19,1,48,0,101,6,6,2,2,1,2
8264,423.7,2,36,0,240,14,0,3,2,1,2
8265,54.91,3,47,0,314,16,1,3,3,0,1
8266,34.64,5,24,0,32,20,3,2,0,2,0
8267,251.83,3,33,0,217,9,2,2,0,0,1
8268,61.47,4,35,0,18,12,1,1,3,4,2
8269,78.95,2,36,0,51,14,3,3,2,3,1
8270,195.76,1,40,0,13,19,0,3,2,4,2
8271,247.01,3,55,0,247,14,5,1,2,1,1
8272,366.0,5,29,0,88,6,4,1,1,4,1
8273,190.85,3,40,1,344,10,6,3,3,2,0
8274,57.52,5,28,0,49,6,3,2,1,3,2
8275,195.28,1,33,0,78,14,2,2,0,0,1
8276,249.02,5,31,0,318,21,3,1,0,2,0
8277,55.84,1,38,0,130,11,2,1,3,4,2
8278,649.65,2,41,0,141,16,1,2,2,3,0
8279,605.61,2,57,0,93,13,3,2,0,3,0
8280,150.27,4,39,0,78,13,6,3,1,1,0
8281,48.82,3,61,0,195,22,2,3,0,0,0
8282,138.68,4,30,0,231,14,3,3,0,2,2
8283,386.84,5,30,0,112,14,3,3,3,3,2
8284,324.86,3,42,0,222,22,5,3,2,1,1
8285,786.4,2,28,0,1,21,0,1,1,1,2
8286,119.63,2,35,0,52,12,4,1,2,3,0
8287,14.97,5,44,0,22,16,1,2,0,4,2
8288,134.24,5,39,1,7,2,2,2,0,3,1
8289,383.16,4,20,1,28,10,2,1,3,0,0
8290,164.89,5,39,0,33,8,5,1,3,2,0
8291,299.6,4,41,0,14,11,6,1,3,2,2
8292,331.26,3,36,0,242,13,4,3,3,1,0
8293,855.8,3,33,0,208,11,0,1,1,4,2
8294,387.15,3,39,0,215,21,1,3,3,4,0
8295,233.55,2,18,0,285,0,0,3,1,1,0
8296,52.02,5,43,0,98,15,5,3,3,2,0
8297,166.5,1,40,0,362,19,4,3,0,1,0
8298,381.78,4,54,0,325,5,1,1,1,0,2
8299,100.74,5,37,0,192,9,6,3,2,1,1
8300,227.79,5,29,0,187,2,2,1,2,4,0
8301,141.59,5,24,0,359,3,5,3,1,4,2
8302,215.85,2,36,0,260,4,2,2,0,3,1
8303,154.7,3,43,0,101,10,4,1,1,1,1
8304,105.93,1,39,0,205,20,5,3,0,0,0
8305,274.9,1,45,0,71,13,4,1,3,3,0
8306,165.23,1,37,0,101,17,0,3,0,0,2
8307,81.93,4,35,1,93,0,3,1,0,4,1
8308,327.22,4,22,0,213,2,3,1,2,2,0
8309,136.33,5,37,1,29,5,3,3,3,1,1
8310,382.88,1,47,0,28,11,1,1,0,4,1
8311,139.79,4,29,0,116,1,6,3,2,1,1
8312,77.04,2,40,0,182,15,2,3,2,1,0
8313,212.1,5,43,0,250,10,3,1,0,0,0
8314,121.32,1,38,0,196,19,3,2,3,0,1
8315,417.14,2,16,0,57,18,0,2,3,2,2
8316,327.68,2,44,0,225,22,2,3,3,1,1
8317,27.25,4,32,0,135,12,5,1,2,0,2
8318,107.59,5,48,0,75,7,1,1,1,0,0
8319,222.82,5,30,0,313,23,3,2,3,4,2
8321,142.99,2,36,0,11,20,5,3,0,4,1
8322,90.67,3,40,0,113,1,5,2,2,1,2
8323,89.72,3,37,0,342,7,3,1,2,0,0
8324,174.58,4,25,0,129,14,6,3,1,3,1
8325,11.89,3,50,0,246,12,5,2,2,3,1
8326,301.5,1,33,0,218,1,3,2,2,4,1
8327,83.74,5,54,0,297,19,0,1,3,4,2
8328,35.5,1,29,0,49,5,3,3,0,3,1
8329,32.96,4,42,0,272,6,0,1,2,1,0
8330,190.75,3,54,0,76,21,5,3,1,1,0
8331,189.23,5,32,0,288,23,1,2,0,4,2
8332,92.91,4,30,0,328,13,6,1,2,1,2
8333,166.76,4,37,0,102,11,6,2,1,0,0
8334,42.77,3,39,0,50,11,4,2,0,2,1
8335,69.1,3,28,0,304,13,4,3,2,3,1
8336,313.8,1,36,0,325,5,2,1,2,2,1
8337,212.71,1,50,0,107,14,0,2,3,0,2
8338,27.93,5,21,0,87,1,5,3,0,1,1
8339,12.11,3,25,0,70,2,4,3,1,0,1
8340,55.88,2,31,0,239,21,1,3,2,3,0
8342,43.43,4,32,0,314,7,2,2,2,1,0
8343,85.52,4,43,0,189,8,4,3,1,2,1
8344,405.68,5,31,0,305,2,1,1,0,3,0
8345,227.35,5,39,0,84,20,6,3,2,0,2
8346,207.97,4,44,0,27,12,0,1,1,4,2
8347,56.62,4,34,0,298,9,0,2,0,3,2
8348,80.13,3,55,0,37,6,3,2,1,3,2
8349,203.7,4,46,1,1,14,5,2,1,3,0
8350,51.69,2,25,0,40,21,5,2,1,0,1
8351,77.92,5,41,0,92,17,0,1,2,1,2
8352,446.75,1,42,0,37,15,1,2,3,4,0
8353,361.48,4,38,0,283,12,4,3,0,0,0
8354,51.44,3,18,0,356,18,1,1,2,1,0
8355,74.55,1,27,0,206,19,3,3,2,2,1
8356,26.5,5,52,0,216,2,4,2,3,1,2
8357,186.94,2,51,0,31,12,1,3,3,2,2
8358,346.35,1,45,1,11,22,1,1,0,2,1
8359,972.34,1,49,0,130,1,0,3,2,0,0
8360,24.51,1,42,0,231,18,0,4,2,4,2
8361,232.19,1,30,0,288,21,6,1,0,4,2
8362,83.67,4,36,0,4,21,0,2,3,3,1
8363,28.9,4,31,0,317,5,6,2,2,2,1
8364,146.41,3,36,0,107,7,3,3,3,1,2
8365,21.18,5,21,0,334,10,2,1,0,3,1
8366,125.9,5,37,0,365,22,4,2,2,2,1
8367,75.28,2,16,0,306,9,5,3,0,3,2
8368,85.46,2,44,0,284,1,4,2,1,3,0
8369,483.7,3,20,0,337,18,4,3,1,3,1
8370,123.01,1,55,0,331,3,6,1,1,1,2
8371,20.35,5,28,0,363,13,0,1,2,0,2
8372,146.27,5,45,0,35,8,4,2,1,4,1
8373,345.62,3,29,0,111,2,6,2,0,2,0
8374,321.21,5,29,0,179,16,2,3,0,2,2
8375,41.25,5,27,0,364,3,6,2,1,1,0
8376,266.52,1,34,0,88,12,4,3,2,4,2
8377,46.42,4,33,0,135,15,3,2,0,0,1
8378,129.82,5,52,0,80,11,3,2,0,1,1
8379,169.57,1,26,0,270,9,2,1,3,4,0
8380,101.22,3,25,0,147,14,2,3,3,0,0
8381,229.43,4,25,0,180,20,1,3,2,2,1
8382,57.72,3,38,0,115,13,0,2,3,1,1
8383,47.89,2,25,0,210,19,0,2,3,3,0
8384,30.54,3,29,1,28,6,4,3,3,1,1
8385,174.75,3,30,0,195,16,2,1,2,4,1
8386,179.47,4,32,0,104,0,0,2,2,0,1
8387,144.99,1,57,0,179,15,5,2,2,2,2
8388,64.9,1,38,0,123,4,6,2,2,2,2
8389,982.0,3,22,1,120,3,1,2,3,3,0
8390,86.3,3,40,0,127,4,0,3,0,2,0
8391,128.11,4,30,0,88,10,1,2,1,3,0
8392,260.48,4,21,0,147,23,1,2,1,1,1
8393,446.14,4,44,0,363,20,4,3,2,3,2
8394,170.31,2,21,0,126,4,3,2,1,2,2
8395,219.84,3,33,0,298,11,5,2,0,2,1
8396,271.2,2,35,1,10,3,2,2,3,4,1
8397,239.07,1,30,0,238,9,1,2,3,2,0
8398,52.22,2,28,0,57,16,4,3,1,2,1
8399,47.89,1,29,0,167,0,4,2,1,2,2
8400,12.72,2,33,0,77,18,2,3,0,2,2
8402,17.99,4,26,0,316,3,3,2,2,3,2
8403,157.05,4,39,0,209,12,2,3,0,4,1
8404,271.33,3,37,0,365,6,1,1,3,4,0
8405,14.03,4,37,0,10,5,2,2,2,0,1
8406,127.8,5,20,0,239,2,3,3,2,4,1
8407,21.93,3,44,0,313,3,3,1,3,3,2
8408,695.63,5,24,0,108,0,6,3,3,0,2
8409,471.21,3,39,0,156,16,5,1,2,2,2
8410,128.17,3,48,0,37,18,1,1,3,2,1
8412,60.44,5,42,0,341,8,1,2,0,3,2
8413,504.55,3,19,0,276,17,4,1,1,4,0
8414,284.26,4,33,0,133,19,1,3,1,1,2
8416,28.98,1,38,0,20,8,0,2,0,0,1
8417,10.42,2,21,0,251,16,2,1,2,4,1
8418,415.11,2,39,0,364,18,1,2,1,2,0
8419,17.72,5,31,0,251,12,1,2,2,3,0
8420,268.54,2,43,0,287,1,0,1,1,2,0
8421,346.4,1,38,0,332,0,2,2,1,0,0
8422,276.21,5,33,0,170,18,6,3,2,2,2
8423,325.29,2,33,0,97,10,1,3,1,4,2
8424,190.99,2,38,0,70,21,2,2,3,3,2
8425,27.53,4,36,0,324,17,3,2,0,0,1
8426,27.55,5,44,0,341,12,6,1,2,2,0
8427,41.66,2,38,0,65,9,2,1,2,0,1
8428,48.86,5,42,0,255,2,2,3,0,1,1
8429,732.43,3,51,0,355,9,0,2,0,0,0
8430,78.05,3,26,0,118,11,2,3,2,4,1
8431,72.16,2,32,0,267,23,2,2,2,2,0
8432,156.05,3,29,0,260,0,4,2,2,4,1
8433,566.0,2,43,0,333,12,0,1,1,2,1
8435,43.43,5,33,0,321,6,1,1,3,3,2
8436,569.28,2,28,0,254,1,2,1,2,1,2
8437,29.93,4,43,0,176,8,5,2,3,0,0
8438,248.7,1,28,0,333,18,1,3,0,1,2
8439,269.65,1,31,1,244,23,6,3,0,1,0
8440,18.83,1,37,0,53,22,0,1,3,4,2
8441,65.1,2,55,0,23,8,2,1,0,0,2
8442,395.24,2,35,0,148,6,1,3,3,0,0
8443,46.16,4,35,0,277,15,6,2,3,1,2
8444,118.85,5,34,0,319,3,1,3,0,2,2
8445,31.81,3,46,0,141,13,6,3,3,4,1
8446,47.42,3,36,0,235,1,3,2,1,2,2
8447,229.4,3,38,0,138,15,6,1,1,4,0
8448,145.55,1,40,0,220,6,1,2,2,0,1
8449,63.66,3,31,0,279,15,1,2,2,2,1
8450,256.78,2,37,0,67,16,3,2,1,1,1
8451,71.04,3,38,0,364,6,4,1,0,3,2
8452,75.46,5,53,0,283,23,3,2,3,2,2
8453,106.04,4,61,0,331,19,6,2,1,2,1
8454,353.74,5,38,0,338,2,3,2,0,2,1
8455,21.47,2,38,0,356,21,5,1,0,0,2
8456,51.38,4,33,0,321,22,3,1,3,3,1
8457,218.68,5,40,0,51,11,6,1,0,1,2
8458,867.83,3,29,0,202,23,6,1,0,4,0
8459,24.22,2,33,1,18,20,0,2,1,0,0
8460,10.63,2,33,0,242,11,3,2,3,2,2
8461,193.82,5,51,1,361,0,0,4,3,2,1
8462,52.16,1,40,0,7,21,4,1,3,1,2
8463,704.78,4,26,0,127,19,3,2,0,3,1
8464,87.61,1,36,0,63,18,1,2,3,4,1
8465,124.56,5,45,0,118,0,2,3,0,2,2
8466,698.71,4,24,0,235,23,0,1,0,3,0
8467,52.04,3,42,0,50,12,3,2,2,3,2
8468,49.06,2,26,0,304,23,2,1,0,3,2
8469,29.84,5,38,0,187,18,3,3,0,1,1
8470,303.22,4,32,0,301,2,2,1,2,1,1
8471,233.55,3,23,0,296,1,3,3,0,2,1
8472,420.65,3,40,0,316,17,1,1,2,2,1
8473,594.84,5,37,1,325,12,2,1,1,4,2
8474,200.88,5,29,0,103,8,5,3,1,3,1
8475,130.22,1,41,0,258,15,6,1,3,4,0
8476,412.06,1,51,0,128,19,4,1,2,3,1
8477,381.83,4,25,1,1,2,0,2,1,0,2
8478,342.69,1,24,0,140,21,0,2,2,2,2
8479,223.0,4,43,0,224,4,3,2,3,4,0
8480,31.61,3,39,0,8,3,5,1,0,2,0
8481,170.93,1,43,0,322,19,5,2,1,4,1
8482,153.51,3,39,0,267,16,5,1,3,4,1
8483,63.14,5,31,0,338,8,5,2,3,1,0
8484,380.68,5,43,0,190,4,3,2,3,2,2
8486,533.88,1,53,0,358,20,5,1,3,1,1
8487,20.87,1,35,0,170,8,6,1,0,0,1
8488,123.35,3,34,0,226,2,0,1,2,3,0
8489,325.72,2,26,0,153,4,6,3,3,4,2
8490,378.32,5,35,0,102,5,0,1,0,4,1
8491,204.0,3,28,0,233,12,6,3,0,4,0
8492,38.0,2,31,0,126,19,4,1,0,3,1
8493,216.31,4,43,0,311,12,5,1,2,4,0
8494,322.7,3,37,0,279,20,5,3,3,3,0
8495,26.44,4,26,0,36,11,6,3,0,3,0
8496,185.94,5,21,0,271,7,0,3,1,0,1
8497,31.28,2,38,0,299,20,3,2,1,4,0
8498,225.75,5,44,0,335,15,2,1,3,4,1
8499,261.04,2,24,0,45,3,4,1,1,0,0
8501,428.11,3,29,0,84,10,4,3,0,2,2
8502,22.6,4,42,0,309,14,1,3,1,4,1
8503,115.56,5,34,0,222,10,6,3,2,1,2
8504,228.6,5,56,0,316,21,0,1,3,1,0
8505,279.57,2,32,0,279,6,3,2,3,3,2
8506,55.62,2,52,0,108,4,4,3,3,4,2
8507,84.6,4,36,0,152,8,1,1,0,2,1
8508,294.82,5,25,0,329,7,2,4,2,0,0
8509,142.98,2,27,0,153,21,3,1,0,3,1
8510,70.26,1,38,0,51,22,6,1,2,1,2
8511,50.97,1,39,0,146,5,5,2,0,2,1
8512,122.47,2,22,0,330,23,3,1,3,1,2
8513,32.22,3,16,1,3,3,1,4,3,0,2
8514,423.88,1,38,0,140,6,5,3,1,3,1
8515,180.62,4,29,0,258,12,4,2,1,4,1
8516,160.01,3,26,0,104,16,0,4,0,0,2
8517,100.58,1,31,0,157,4,0,2,2,2,2
8518,522.23,5,37,0,117,12,6,1,0,2,2
8519,198.64,5,26,0,64,8,6,1,1,2,2
8520,116.62,1,26,0,49,19,2,3,3,0,1
8521,168.6,3,29,0,237,18,2,1,3,3,1
8522,94.2,3,22,0,175,15,4,1,2,3,2
8523,414.69,3,20,0,106,14,4,1,0,2,1
8524,105.58,5,44,0,119,23,4,2,1,4,1
8525,64.35,3,29,1,22,3,1,3,3,2,1
8526,179.21,3,32,0,14,1,4,1,3,0,2
8527,134.45,1,39,0,31,10,5,1,1,4,2
8528,12.76,4,24,0,142,0,0,1,3,0,0
8529,165.51,3,35,1,49,1,1,4,0,4,2
8530,728.14,1,32,0,354,18,0,3,1,1,0
8531,153.3,3,31,0,304,19,0,3,3,3,2
8532,209.83,1,35,0,70,16,3,2,1,0,0
8533,395.51,3,34,0,247,23,4,1,0,2,0
8534,95.98,2,41,0,39,0,3,1,1,1,0
8535,344.54,3,19,0,88,12,2,3,1,2,2
8537,42.91,1,49,0,157,20,3,3,1,2,2
8538,122.53,4,34,0,104,2,5,3,3,1,0
8539,361.51,1,41,0,50,4,4,1,3,1,0
8540,831.84,3,24,0,312,21,5,2,1,4,1
8541,86.7,4,55,0,250,17,4,3,1,0,2
8542,67.03,4,20,0,119,6,4,1,3,3,0
8543,20.29,1,37,0,172,15,4,2,3,0,1
8544,129.49,4,26,0,130,0,2,1,0,0,1
8545,385.23,2,37,0,155,21,0,2,3,3,1
8546,268.68,3,33,0,284,9,6,1,3,1,2
8547,24.58,1,40,0,152,22,3,2,1,2,1
8548,91.01,5,26,0,92,18,1,2,0,2,2
8549,700.19,2,32,0,268,14,0,2,3,4,2
8550,212.89,3,21,0,74,19,3,1,1,4,0
8551,285.61,4,25,0,275,9,2,2,1,1,2
8552,200.11,3,35,0,289,1,6,1,0,1,1
8553,462.22,4,26,0,213,3,6,1,2,3,0
8554,358.81,4,23,0,8,21,6,2,1,4,2
8555,289.23,1,37,0,51,8,5,3,3,0,1
8556,67.81,1,32,0,300,15,3,1,3,1,1
8557,75.04,1,31,0,287,8,4,3,3,4,0
8558,102.71,2,46,0,279,1,2,2,3,2,1
8560,394.29,1,38,0,182,15,4,3,2,1,2
8561,256.66,1,30,0,228,10,3,3,2,0,1
8562,61.64,5,21,0,338,18,0,2,1,3,2
8563,148.32,3,47,0,118,14,4,3,2,0,0
8564,37.27,4,50,0,120,20,2,2,0,0,1
8565,116.78,3,42,1,249,15,0,4,2,2,2
8566,310.98,1,17,0,110,14,0,2,3,2,1
8567,502.02,2,31,0,47,0,2,2,0,0,1
8568,220.66,1,35,0,342,20,1,3,1,1,2
8569,30.84,4,26,0,69,4,5,2,1,2,0
8570,237.89,2,32,0,286,1,1,3,2,3,0
8571,368.61,2,26,0,64,23,6,1,3,3,2
8572,259.8,3,68,0,134,5,0,1,0,4,0
8573,30.57,1,28,0,43,6,1,2,0,3,1
8574,200.73,4,25,0,237,3,2,4,3,3,0
8575,121.42,3,25,0,27,1,3,2,3,2,2
8576,171.29,3,32,0,294,1,6,3,3,0,0
8577,326.43,1,35,0,216,22,1,2,2,4,0
8578,937.4,1,35,1,13,21,3,2,3,3,0
8579,477.15,5,31,0,26,5,6,1,1,4,0
8580,120.37,3,29,0,123,21,4,2,1,3,2
8581,824.15,4,27,0,273,14,5,3,2,3,2
8582,590.85,3,28,1,30,5,1,1,2,2,1
8583,78.16,5,22,0,83,13,6,1,2,4,1
8584,82.07,5,26,0,63,17,5,1,0,0,2
8586,40.83,5,41,0,109,20,5,3,0,1,1
8587,168.87,3,51,0,200,22,5,1,2,1,1
8588,152.72,5,27,0,345,19,4,1,0,0,2
8589,283.87,5,40,0,34,8,5,1,2,3,0
8590,300.05,3,37,0,198,0,5,2,3,1,0
8591,124.74,5,35,0,217,20,0,3,1,3,1
8592,36.97,1,25,0,274,19,0,1,1,3,1
8593,113.65,1,38,0,85,4,4,3,0,3,2
8594,965.13,1,31,0,208,1,2,3,0,4,1
8595,101.18,5,26,0,46,8,5,3,2,1,2
8596,317.74,2,36,1,297,5,0,2,0,3,1
8597,224.42,1,29,0,51,1,0,1,1,2,1
8598,61.45,3,26,0,191,0,6,3,0,4,1
8599,10.81,4,50,0,164,19,4,1,2,2,1
8600,147.77,5,42,0,213,20,6,3,0,4,2
8601,218.12,1,54,0,172,2,3,3,0,3,0
8602,167.18,3,28,0,165,16,3,1,1,4,0
8603,102.08,4,28,0,195,22,6,3,0,1,0
8604,41.33,3,34,0,118,6,6,3,3,3,2
8605,859.72,3,18,0,358,13,1,3,1,1,2
8606,292.17,4,30,0,281,19,1,2,2,3,2
8607,259.58,5,43,0,227,20,5,2,0,2,2
8608,35.06,4,30,0,183,22,2,2,2,4,2
8609,95.64,2,18,0,111,8,0,3,1,1,2
8610,211.85,1,46,0,277,16,1,2,1,3,2
8611,48.18,4,22,0,315,5,5,3,3,4,1
8612,36.4,4,32,0,120,21,2,1,1,1,2
8613,243.5,5,43,0,51,8,0,1,3,1,0
8614,468.9,5,54,0,365,22,4,3,1,4,1
8615,308.74,2,18,0,275,2,5,3,3,0,1
8616,56.29,1,50,0,180,20,3,2,0,1,0
8617,28.3,4,42,0,186,8,5,3,3,2,1
8618,90.86,5,40,0,210,12,4,3,2,0,1
8619,11.75,1,27,0,302,20,4,1,2,1,1
8620,534.46,4,19,0,199,13,6,2,3,0,2
8621,24.69,1,30,0,5,23,0,2,1,4,2
8622,272.31,3,25,0,91,19,5,2,1,1,0
8623,312.62,1,30,0,288,8,2,3,1,0,1
8624,48.69,2,38,0,289,16,6,2,2,0,2
8625,547.25,4,44,0,237,18,1,3,1,4,1
8626,306.41,3,27,0,81,5,3,1,2,2,1
8627,304.62,1,50,0,262,8,1,2,2,4,0
8628,224.17,4,43,0,211,10,1,2,3,3,2
8629,15.93,2,26,0,62,4,3,3,0,2,0
8630,21.63,4,45,0,135,20,4,1,0,3,1
8631,133.21,5,39,0,153,0,3,3,2,1,1
8632,439.65,3,47,1,319,10,3,2,2,3,0
8633,159.4,5,41,0,55,14,6,3,2,0,2
8634,80.81,4,39,0,115,3,3,1,2,2,2
8635,12.58,5,21,0,124,21,0,3,3,1,2
8636,162.38,3,27,0,247,4,2,1,0,2,0
8637,44.75,3,33,0,86,11,2,1,2,1,2
8638,333.17,2,29,0,94,23,5,1,1,1,0
8639,15.78,3,49,0,26,23,1,1,0,0,0
8640,19.36,5,22,0,263,13,3,3,1,2,2
8641,343.95,5,33,0,362,8,0,1,0,1,2
8642,156.92,1,22,0,78,22,5,1,1,4,0
8643,14.45,2,32,0,231,8,6,2,2,4,1
8644,148.67,1,20,0,315,4,0,1,3,1,0
8645,203.08,4,29,0,308,11,1,1,3,3,2
8646,48.5,4,28,0,321,19,1,3,0,0,1
8647,119.13,3,64,0,96,18,5,2,0,1,2
8648,309.88,3,44,0,56,10,5,3,3,3,1
8649,339.0,1,41,0,342,0,5,2,1,4,0
8650,50.56,5,50,0,349,6,3,3,1,1,2
8651,88.76,4,26,0,347,22,6,2,0,1,2
8652,222.28,4,38,0,190,2,5,3,2,1,0
8653,125.03,4,33,0,224,0,2,4,1,0,1
8654,267.98,1,38,0,249,10,0,1,0,0,2
8655,94.12,4,48,0,232,15,0,3,0,3,2
8656,1026.7,5,28,0,300,2,1,2,0,1,0
8657,33.56,3,31,0,53,12,6,3,3,3,1
8658,30.32,2,32,0,298,4,0,1,2,3,0
8659,19.54,1,20,0,21,23,0,3,0,3,2
8660,34.07,4,45,0,223,8,1,2,3,3,0
8661,212.77,2,25,0,144,16,0,1,1,2,0
8662,729.13,4,46,0,269,10,6,1,3,2,1
8664,115.04,1,43,0,361,5,2,1,2,0,1
8665,387.73,4,36,0,231,20,0,2,0,0,1
8666,121.34,3,25,0,172,16,1,3,2,4,1
8667,293.75,3,31,0,239,12,5,3,1,2,1
8668,157.36,2,54,0,153,11,0,1,1,1,2
8669,53.97,4,45,0,157,11,5,3,2,3,1
8670,85.71,1,40,0,24,9,5,3,3,2,1
8671,179.12,3,27,0,159,3,4,2,3,0,1
8672,520.25,5,44,0,85,16,4,2,1,4,2
8673,370.0,5,23,1,272,2,3,1,3,0,1
8674,76.89,2,42,0,331,23,5,1,3,0,0
8675,22.19,4,29,0,297,14,1,1,1,2,2
8676,179.36,5,47,0,322,9,4,3,2,1,1
8677,260.36,2,30,0,301,2,5,1,3,1,0
8678,755.79,4,69,0,192,12,4,2,2,1,2
8679,22.95,3,30,0,75,8,4,1,1,3,0
8680,23.15,1,22,0,154,21,4,1,3,0,0
8681,142.99,5,38,0,86,8,5,2,0,4,0
8682,57.95,5,30,0,66,17,1,2,2,4,2
8683,133.97,1,21,0,97,21,4,1,2,0,0
8684,203.65,3,21,0,134,21,3,1,2,1,1
8685,106.15,2,51,0,206,10,2,2,2,2,1
8686,72.8,3,42,0,170,12,6,3,2,4,0
8687,130.82,1,29,0,77,4,5,1,2,4,2
8688,115.53,4,20,0,237,0,4,2,2,3,0
8689,100.7,1,24,0,118,18,0,3,3,1,0
8691,591.8,3,51,0,96,5,2,3,0,0,2
8692,75.36,3,44,0,106,21,1,3,3,3,0
8693,119.96,2,27,0,310,16,5,2,1,4,1
8694,13.27,1,29,0,82,20,3,1,3,2,2
8695,142.65,1,38,0,284,6,3,3,3,3,1
8696,224.27,3,30,0,109,17,5,1,3,4,0
8697,236.47,2,46,0,197,10,3,3,3,0,0
8698,107.77,5,39,0,50,9,0,3,0,1,0
8699,124.01,3,52,0,347,15,1,2,2,4,1
8700,416.0,5,41,0,328,4,3,3,2,1,2
8701,26.35,2,38,0,276,2,3,2,1,3,2
8702,47.31,3,27,0,313,7,4,2,0,4,2
8703,84.63,4,45,0,93,11,0,2,0,4,1
8704,737.9,2,46,1,170,1,1,4,3,1,0
8705,74.58,1,36,0,317,4,3,1,1,2,2
8706,197.05,3,32,0,196,6,0,2,1,2,0
8707,225.11,1,50,0,346,8,0,1,0,1,1
8708,89.59,3,43,0,207,2,6,1,0,3,2
8709,905.9,1,38,0,249,20,3,1,2,4,1
8710,309.73,3,48,0,173,19,5,2,1,2,2
